PUPIL_NUMBER	SCHOOL	NOTE_DATE	REPLACE(REPLACE((SELECTEDP_CONV.NOTE_LONG_TO_VARCH(N.PUPIL_NUMBER,COALESCE(N.MOD_DATE,N.ENTRY_DATE))FROMDUAL),CHR(10)),CHR(13))
111865	199	9/28/2005	hurt yesterday on playground
111865	199	10/5/2005	left early @ 2:32
111865	199	1/5/2006	left early
111865	199	1/26/2006	left early
111865	199	1/19/2006	left early
111865	199	1/10/2006	parent c/ill
111865	199	2/1/2006	parent c/ill
111865	199	5/22/2006	left early
111865	199	6/1/2006	left early
111865	199	4/6/2006	late
111865	199	3/2/2006	late
111865	199	6/14/2006	left early
111865	199	6/15/2006	left early
111865	199	5/9/2007	called home. left msg
111866	197	9/27/2004	12:52 left
111866	197	11/22/2004	home sick all weekrcvd note/sick all week
111866	197	1/4/2005	left early 4/appt.
111866	197	11/18/2004	l/mmom c/b said she has been out since Tuesday w/flu-req.homework/Isent 2/teacher
111866	197	2/1/2005	
111866	197	10/14/2004	left early
111866	197	2/1/2005	
111866	197	1/4/2004	left early
111866	197	11/16/2004	flu/cough-
111866	197	10/19/2004	l/mrcvd note/pincked nerve in neck
111866	197	11/17/2004	l/m
111866	197	12/10/2004	Going 2/WA for early Christmas / back Monday
111866	197	4/26/2005	coldrcvd note ill/upset stomach
111866	197	3/9/2005	Jessica is moving in town somewhere/brother answered said h/would have mom call w/new address
111866	197	5/6/2005	n/a
111866	197	5/19/2005	busy
111867	3227	5/1/2008	temp.note in service
111867	3227	3/13/2008	n/a
111867	3227	3/17/2008	n/a
111867	3227	4/28/2008	temp.not in srvice
111867	3227	4/18/2008	#temp.out of order
111867	3227	5/6/2008	#not in service
111867	3227	3/18/2008	l/m
111867	3227	5/2/2008	phone not in service.
111867	3227	4/10/2008	#disconnected
111867	3227	4/17/2008	temp.out of order
111867	3227	5/9/2008	n/a
111867	3227	4/3/2008	# not available
111867	3227	9/26/2007	n/a
111867	3227	9/27/2007	n/a
111867	3227	1/16/2008	fever/req.cb from parent
111867	3227	1/17/2008	still sick
111867	3227	2/5/2008	# not working @ homec/mom's cell l/m
111867	3227	2/12/2008	16 abs
111867	3227	3/10/2008	n/a
111867	3227	12/7/2007	ear aches stillrcvd  note for previous days
111867	3227	12/4/2007	ear infection/has dr.appt this afternoon
111867	3227	11/14/2007	l/m
111867	3227	11/15/2007	l/m
111867	3227	12/13/2007	l/m
111867	3227	2/1/2008	#temp. not in service
111867	3227	2/4/2008	# not in working order
111867	3227	3/11/2008	n/a
111867	3227	11/21/2007	n/a
111867	3227	1/4/2008	l/m
111867	3227	12/5/2007	having ear problems
111867	3227	1/23/2008	# not in service
111867	3227	1/6/2009	dr. appt
111867	3227	9/29/2008	sick last night
111867	3227	12/15/2008	parent c/ill
111867	3227	9/30/2008	sick
111867	3227	10/3/2008	l/mrcvd note ill
112336	290	12/1/2003	n/a
112337	290	12/5/2003	home 12:20
112337	290	5/25/2004	home sickrcvd note
112337	290	5/18/2004	left early
112338	290	10/2/2003	2 wk/vacation
112338	290	10/3/2003	vacation
112338	290	10/7/2003	vacation
112338	290	10/8/2003	vacation
112338	290	10/9/2003	vacation
112338	290	10/13/2003	vacation
112338	290	10/14/2003	vacation
112338	290	10/15/2003	vacation
112338	290	10/6/2003	Hunter
112338	290	11/14/2003	mom is going to Medford for medical tests (she has cancer).
112338	290	1/22/2004	informed parents
112338	290	10/23/2003	left/2:15
112338	290	12/18/2003	late 8:35
112338	290	2/10/2004	
112338	290	6/3/2004	l/m
112339	3227	10/3/2003	no #
112339	3227	11/12/2003	# disc.888.1723
112339	3227	12/4/2003	no #
112339	3227	12/3/2003	
112339	3227	12/3/2003	
112339	3227	12/11/2003	no #
112339	3227	12/15/2003	no #
112339	3227	12/10/2003	no #
112339	3227	12/9/2003	no #
112339	3227	12/5/2003	no #
112339	3227	2/5/2004	no #
112339	3227	2/9/2004	no #
112339	3227	2/10/2004	no #
112339	3227	2/11/2004	
112339	3227	3/2/2004	no #
112339	3227	2/13/2004	no #
112339	3227	2/25/2004	late
112339	3227	2/17/2004	no #
112339	3227	3/4/2004	
112339	3227	2/23/2004	no #
112339	3227	2/26/2004	late
112339	3227	3/4/2004	
112339	3227	2/27/2004	late
112339	3227	1/28/2004	late
112339	3227	2/18/2004	no #
112339	3227	2/20/2004	no #
112339	3227	4/1/2004	no #
112339	3227	3/8/2004	no #
112339	3227	3/16/2004	no #came late/missed bus
112339	3227	4/6/2004	late
112339	3227	3/18/2004	late
112339	3227	5/27/2004	no #
112339	3227	6/1/2004	no #
112339	3227	5/3/2004	no #
112339	3227	4/28/2004	no #
112339	3227	4/30/2004	no #
112339	3227	6/3/2004	no #
112339	3227	5/24/2004	no #
112339	3227	6/4/2004	no #
112339	3227	5/11/2004	no #came late
112339	3227	5/18/2004	no #checked in late
112339	3227	5/26/2004	no #
112339	3227	6/7/2004	late
112339	3227	4/20/2004	no #
112339	3227	6/8/2004	no #
112339	3227	6/9/2004	late
112339	3227	4/7/2004	LTR SNT 4/8-13 TARDYS
112339	3227	4/9/2004	late
112339	3227	5/12/2004	late
112339	3227	6/2/2004	no #
112339	3227	4/27/2004	no #
112339	3227	5/25/2004	no #
112339	3227	5/28/2004	late
112341	199	12/4/2003	mom c/Dr.appt in am in 9:36
112341	199	1/16/2004	
112341	199	1/16/2004	
112341	199	11/5/2003	1)violation of rules2)I have asked Amber many times not to turn around in her seat (facing backwards)
112341	199	4/2/2004	
112341	199	4/13/2004	l/m
112341	199	4/23/2004	Gino Harpold reported that as he was approaching the stairs, Amberann reached out and slapped him.I was coming up the stairs as he was coming down.  He informed me, as I reached  the top of the stairs, I saw Amber and said "Amber, what's up?"  She said I didn't slap him, I just patted him.  I informed Mrs. Tedder and suggested the incident be document in notes.
112341	199	6/3/2004	left early
112341	199	6/8/2004	mom c/late @ an appt
112345	10156	9/25/2003	sick
112345	10156	10/6/2003	late 9:03
112345	10156	11/17/2003	late/8:36
112345	10156	11/7/2003	late/9:31
112345	10156	11/3/2003	can't ride bus# has been dis-connected
112345	10156	11/5/2003	
112345	10156	11/5/2003	
112345	10156	11/6/2003	last day 2/b off bus
112345	10156	10/28/2003	left/11:15
112345	10156	12/1/2003	late/10:52
112345	10156	12/11/2003	# disc.888.8380
112345	10156	12/17/2003	late 9:45
112345	10156	1/26/2004	no #
112345	10156	1/23/2004	no #
112345	10156	12/8/2003	late/9:00
112345	10156	1/21/2004	no #
112345	10156	1/27/2004	outside of coverage area
112345	10156	12/4/2003	1)violation of rules 2)turning around in his seat and leaning around his seat
112345	10156	3/1/2004	left early
112345	10156	2/12/2004	l/mHad Dr. appt.
112345	10156	10/29/2003	1)violation of rules2)excessive mischief3)Brian was using a broken pencil or pen tube to "shoot" sharpened pencil lead by blowing on the tube.  Brian admitted to having tube and lead.  May return with signed citation on 11/7/2003
112345	10156	1/28/2004	phone out of area
112345	10156	4/8/2004	left early
112345	10156	4/14/2004	left early
112345	10156	5/18/2004	left early
112346	290	10/9/2003	asthma attack
112346	290	12/18/2003	
112346	290	12/18/2003	
112346	290	12/18/2003	
112346	290	12/18/2003	
112346	290	1/12/2004	l/m
112346	290	12/18/2003	
112346	290	1/13/2004	mom c/home sick
112346	290	3/4/2004	l/m
112346	290	2/18/2004	n/a
112346	290	2/23/2004	n/a
112346	290	4/5/2004	L/M
112346	290	5/25/2004	dental apptrcvd note
112346	290	4/26/2004	mom c/home sick
112346	290	5/17/2004	l/mmom cb Kirstie home sick
112346	290	5/11/2004	l/m
112346	290	6/2/2004	n/a
112348	290	9/29/2003	mom c/sick
112348	290	9/30/2003	late 8:19
112348	290	12/3/2003	still sick
112348	290	12/1/2003	l/mdad called she has fever/w/b/out today and probably Tues.
112348	290	12/2/2003	Has flu
112349	290	10/2/2003	unex.
112349	290	10/16/2003	late/8:41
112349	290	11/7/2003	
112349	290	10/21/2003	late
112349	290	10/17/2003	late/8:16
112349	290	10/13/2003	Dr.
112349	290	11/25/2003	headache
112349	290	10/31/2003	late
112349	290	4/30/2004	dr.appt. today
112349	290	5/17/2004	d/c 102 temp
112349	290	4/20/2004	mom c/home sick
112349	290	4/29/2004	mom called - out today, doctor apt. 4/30/04
112349	290	4/21/2004	mom c/home sick
112349	290	4/28/2004	mom c/Ronnie home sick
112349	290	10/23/2008	On this date, I received a call from Ronnie's mother.  Ronnie is currently out of school with a medical issue (heart).  His progress and  return to school is unknown at this time.  Mom is having his doctors fax a medical assessment to MHS, so that a tutor program may begin.  Mom will continue to stay in touch with me, and give updates as appropriate.
112349	290	2/3/2009	On this date, Ronnie's mom came to see me at my office.  She is very concerned about his attendance.  Mom is at a loss on what to do right now, and fears that Ronnie is slipping badly.  Since he re enrolled, his attendance is at 39%.  Mom is going to touch base with me on the week of February 9th.  We will schedule a conference at that time.
112349	290	4/10/2009	Ronnie continues to miss school regularly.  He is seen on campus regularly, but is not going to class.  A copy of his attendance has been sent to mom, with my card.....asking her to contact me.  A certified letter will go out on the 14th of April, in preparation for a citation being issued.  Ronnie's attendance sits at 46%.
112349	290	3/9/2009	On this date, I spoke to mom about Ronnie's attendance.  Ronnie has now been dropped due to non attendance.  Mom is ill and will be unable to attend a re-enroll conference for a few days.  Once she is feeling better, she will call me and we will schedule the conference and get Ronnie re-enrolled.
112349	290	3/12/2009	On this date, I met with Ronnie and his mom in my office.  The purpose was to talk with Ronnie about his attendance, and also re-enroll him after being dropped for non attendance.  Ronnie cited his medical issues as being the main reason for non attendance.  He told me that he now lives closer to the school and can walk to school.  He stated that he intends to have regular attendance.  He stated that his medical issues are not a problem any more.  Ronnie knows that a court citation is an option if attendance begins to slip.  We also talked with him about the importance of being to class on time, and not being tardy.
112350	290	10/2/2003	l/m
112350	290	11/7/2003	l/m
112350	290	11/3/2003	1)violation of rules2)put hands out of window
112350	290	5/28/2004	m/c Jen home sick
112352	10163	9/15/2003	No phone #'s
112352	10163	10/7/2003	
112352	10163	10/1/2003	
112352	10163	10/6/2003	
112352	10163	10/20/2003	no #
112352	10163	9/26/2003	no #
112352	10163	10/1/2003	
112352	10163	11/12/2003	chicken pox
112352	10163	10/6/2003	
112352	10163	10/7/2003	
112352	10163	11/17/2003	chicken pox
112352	10163	11/7/2003	chicken pox
112352	10163	11/14/2003	chicken pox
112352	10163	2/18/2004	
112352	10163	11/13/2003	chicken pox
112352	10163	10/28/2003	left/2:07
112352	10163	11/24/2003	no #11/24/2003-mom sent note requesting excused absences for 9 days of chicken pox and 3 days of 'family emergency'
112352	10163	12/2/2003	no #note sent
112352	10163	11/19/2003	no # chicken pox should have been over days ago!
112352	10163	11/20/2003	no #
112352	10163	11/5/2003	left/10:56
112352	10163	11/18/2003	chicken pox....seems like it's going much longer than it should.  No #'s 2/call
112352	10163	12/3/2003	checked in late
112352	10163	11/26/2003	Revwd w/Gael decided to not send to DO 4/legal ltr.  Heidi had chicken pox, then rumor had it parents were breaking up, and that she will be moving next week.
112352	10163	1/12/2004	no #
112352	10163	1/27/2004	no #
112352	10163	2/9/2004	no #
112352	10163	2/18/2004	
112352	10163	9/25/2003	1)rude2)unacceptable language3)yelling and screming, saying rude and obnoxious things, cussing..."shit on your dick" she was warned
112352	10163	2/12/2004	1)she said "mother fucker" to another student
112352	10163	2/19/2004	OFF BUS 5 DAYS1)rude2)screaming, yelling,being loud-told her to stop/but she didn't
112352	10163	3/11/2004	l/mcame late/friend died in Coquille last night-they were with the family - ex.
112352	10163	3/31/2004	
112352	10163	3/31/2004	
112352	10163	3/29/2003	not here/but teacher didn't list her-found out next day
112352	10163	3/8/2004	no #
112352	10163	3/15/2004	late
112352	10163	3/1/2004	no #
112352	10163	3/18/2004	late
112352	10163	3/19/2004	leaving 4/vacation today
112352	10163	5/27/2004	left message gone 41.5 days-concerned/pls call
112352	10163	6/1/2004	l/m
112352	10163	5/3/2004	l/m
112352	10163	4/5/2004	L/M
112352	10163	4/7/2004	l/m
112352	10163	4/30/2004	l/m
112352	10163	6/3/2004	late
112352	10163	4/8/2004	 l/m
112352	10163	5/6/2004	n/a
112352	10163	5/20/2004	l/m
112352	10163	5/24/2004	l/m
112352	10163	5/12/2004	
112352	10163	6/4/2004	l/mthe last several days Heidi shows up for afternoon classes.  Today, in particular they were having pizza party-she's totally not motivated to come to school and doesn't seem to have any positive reinforcement.
112352	10163	6/7/2004	l/m
112352	10163	5/11/2004	l/m
112352	10163	6/8/2004	l/m
112352	10163	5/7/2004	l/m
112352	10163	6/9/2004	no show
112352	10163	4/9/2004	left early
112352	10163	6/2/2004	l/m
112352	10163	5/13/2004	l/m
112352	10163	5/18/2004	l/m
112352	10163	5/25/2004	late
112352	10163	5/26/2004	late
112353	290	10/29/2003	spoke w/sister-she thinks Noel is w/mom at an appt
112353	290	10/21/2003	late/8:32
112353	290	10/20/2003	n/a
112353	290	2/24/2004	still sick
112353	290	2/26/2004	left @ 11:00
112353	290	2/23/2004	left early
112353	290	5/21/2004	no #
112353	290	5/26/2004	late
112353	290	4/13/2004	#disc.
112353	290	4/9/2004	late
112353	290	4/16/2004	no #
112354	290	11/18/2003	Mom called.  Lesleyann has fever, home for the day
112354	290	12/15/2003	sick/fever
112354	290	12/10/2003	sick
112354	290	1/26/2004	l/m
112354	290	12/9/2003	home w/fever
112354	290	12/16/2003	m/still sick
112354	290	2/9/2004	Dr.appt. ex.CHECKED IN 10:35
112354	290	2/23/2004	left early
112354	290	6/3/2004	n/a
112357	290	10/2/2003	n/a
112357	290	10/3/2003	ex
112357	290	10/13/2003	missed bus/n/way 2/gt 2/school
112357	290	11/13/2003	l/m
112357	290	12/11/2003	
112357	290	12/11/2003	
112357	290	2/11/2004	left early
112357	290	1/16/2004	
112357	290	2/17/2004	l/mnote rcvd
112357	290	2/27/2004	
112357	290	10/1/2003	1)littering2)pitting spit wads of paper
112357	290	2/27/2004	
112357	290	2/27/2004	
112358	290	11/13/2003	l/m
112358	290	11/12/2003	home @ 10:45
112358	290	12/19/2003	l/m
112358	290	12/10/2003	home @ 10:40
112358	290	12/15/2003	sick
112358	290	12/18/2003	sick
112358	290	12/17/2003	flu
112358	290	5/10/2004	left early
112359	197	10/15/2003	n/a
112359	197	9/29/2003	left/12:38
112359	197	12/9/2003	teacher recorded late
112359	197	1/9/2004	We requested Derek sit behind the bus driver on #36 Cindy's bus per Nancy Tedder
112359	197	1/8/2004	mom picked up Derek/left @ 12:05
112359	197	3/2/2004	late
112359	197	2/24/2004	suspended until mom schedule appt. w/Nancy
112359	197	2/17/2004	uncle says missed bus
112359	197	2/23/2004	suspended this morning/meeting w/Nancy @ 10:30Called because parent/student never showed up-the 'yncle' said mom overslep for the meeting @ 10:30.I asked him to have her cb- s/we can reschedule.
112359	197	2/20/2004	suspended / keeps bringing rubber bands and has been told repeatedly not to.
112359	197	2/26/2004	n/a
112359	197	3/29/2004	#disc.mom c/Derek broke his arm-w/b out tomorrow also
112359	197	3/30/2004	broken arm/Dr.
112359	197	5/27/2004	Blossom staff brought Derek 2/school
112359	197	6/1/2004	late/overslept
112359	197	5/26/2004	no #
112359	197	4/16/2004	late
112359	197	4/19/2004	late
165475	290	6/3/2008	n/arcvd note going on vacation 6/2
165475	290	6/2/2008	in Eastern Or.@sisters state track meet
165475	290	3/20/2008	n/a
165475	290	3/19/2008	n/a
165475	290	3/21/2008	teacher just informed me that he has been out on trip this week
165475	290	6/9/2008	overslept
165475	290	6/10/2008	overslept
165475	290	9/17/2008	went to Eugene w/mom for sisters game
165475	290	6/6/2008	missed bus
165475	290	6/12/2008	busy
165475	290	5/23/2008	left early camping
165475	290	5/22/2008	mom said sick
165475	290	9/27/2007	late
165475	290	10/15/2007	late
165475	290	10/10/2007	late
165475	290	12/14/2007	n/a
165475	290	12/12/2007	n/a
165475	290	9/11/2008	stomach flu
165475	290	12/11/2007	
165475	290	12/13/2007	n/a
165475	290	3/4/2008	missed bus
165475	290	3/11/2008	late/missed bus
165475	290	1/30/2008	l/m
165475	290	10/31/2007	late/bridge
165475	290	12/11/2007	
165475	290	12/2/2008	7 abs
165475	290	12/9/2008	leaving for Roseburg/today/to watch sisters game
165475	290	2/3/2009	l/m
165475	290	12/10/2008	l/m
165475	290	11/21/2008	left early - hunting
165475	290	10/7/2008	parent c/ill
165475	290	10/17/2008	l/m
165475	290	10/20/2008	n/a
165475	290	10/21/2008	parent c/ill
165475	290	12/15/2008	late
165475	290	2/19/2009	l/mmom c/2/19/9 to report - poison oak last two days
165475	290	10/29/2008	late
165475	290	2/17/2009	l/m
165475	290	10/16/2008	n/a
165475	290	2/2/2009	l/m
165475	290	3/18/2009	Tried to call - busy signal X 2
112362	290	1/7/2004	left @ 1:05
112362	290	4/7/2004	left early
112362	290	5/28/2004	
112362	290	5/28/2004	
112365	199	12/12/2003	Moved out of her seat and went to the back of the bus.  Horse play.
112365	199	2/5/2004	Shayla has a #2 sprain and will be out of school today
112365	199	1/27/2004	1)violation of safety procedures 2)switching seats while bus in motion
112365	199	2/13/2004	11:35 left
112365	199	6/10/2004	rcvd note - out of town
112368	290	9/22/2003	W/check in late per mom. Dr. checked in 8:56
112368	290	11/19/2003	home 12:35
112368	290	10/20/2003	left/2:10
112368	290	12/19/2003	still sick
112368	290	12/17/2003	mom c/still sick
112368	290	12/18/2003	still sick
112368	290	12/16/2003	flu
112368	290	1/22/2004	1)violation of safety procedures 2)excessive mischief 3)horseplay...
112368	290	4/13/2004	left early
112368	290	5/12/2004	In valley w/parents
112368	290	4/12/2004	1)violation of rules2)fighting, pushing, tripping, horseplay3)excessive mischief4)horseplay on the bus with another student, play slapping/hitting with another student.
112370	290	10/17/2003	late/8:44
112370	290	12/2/2003	out 10:08in 11:25
112370	290	9/11/2003	left/12:31
112370	290	12/19/2003	l/m
112370	290	12/15/2003	mom c/sick
112370	290	12/16/2003	mom c/home sick
112370	290	9/22/2003	1)violation of rules2)excessive mischief3)rough housing with another student
112370	290	4/6/2004	late
112370	290	5/28/2004	dr.appt
112370	290	5/14/2004	Nelson is sick/throwing up/dad is sleeping
112370	290	4/14/2004	late
112370	290	5/24/2004	mom came in/out of town
112370	290	6/7/2004	out rest of year
112370	290	6/8/2004	suspended/rest of year
112370	290	6/9/2004	suspended for rest of yr
112370	290	4/21/2004	late
112467	197	10/21/2003	l/m
112467	197	10/22/2003	l/m
112467	197	10/23/2003	l/m
112467	197	10/17/2003	l/m
112467	197	10/20/2003	l/m
112467	197	10/30/2003	she's home
112467	197	10/27/2003	left/1:45
112467	197	10/24/2003	L/M
112471	197	10/29/2003	chicken pox
112471	197	10/28/2003	chicken pox
112471	197	10/27/2003	chicken pox
112471	197	12/2/2003	left@ 12:00/back @1:45
112471	197	11/25/2003	sick
112471	197	12/17/2003	flu
112471	197	12/18/2003	still sick
112471	197	12/16/2003	checked out 8:18 sick
112471	197	3/3/2004	David's last day moving to Salem.  Drop 18th if haven't received req. for records b4
112371	290	1/12/2004	mom c/cracked wrists @ Dr.note snt/full cast on armleft@9:40 back 11:49
112371	290	12/5/2003	sick,checked out 9:45checked in 11:49
112371	290	10/6/2003	left/9:35
112371	290	12/11/2003	sickparent called
112371	290	12/8/2003	home @ 9:31
112371	290	1/16/2004	1)violation of safety rules 2)rude 3)excessive mischief 4)after repeated warnings Chelsea yells, hangs her torso into the aisle, is argumentative and oppostional when correcrted, leaves her seat to insert uninvited ocmments into my interaction with other students, often causing confusion.  Her interuptions, rude comments, tone, and manner are disrespectful.
112371	290	10/28/2003	1)littering
112371	290	3/3/2004	left early
112371	290	3/4/2004	mom c/Chelsea sick
112371	290	5/19/2004	left early
112371	290	6/4/2004	l/m
112371	290	5/6/2004	l/m
112371	290	5/17/2004	l/m
112371	290	4/19/2004	busyhad dr. appt
112371	290	4/27/2004	late / counselor
112371	290	5/28/2004	l/m
112371	290	5/3/2004	sicknote rcvd
112374	290	10/22/2003	excused
112374	290	9/29/2003	mom c/sick
112374	290	9/30/2003	parent c/sick
112374	290	11/6/2003	l/m
112374	290	12/4/2003	flu
112374	290	11/25/2003	sick
112374	290	12/3/2003	flu
112374	290	12/19/2003	sick still
112374	290	12/18/2003	mom c/home sick
112374	290	1/28/2004	mom c/home sick
112374	290	4/20/2004	l/mnote rcvd
112375	290	9/26/2003	excused
112375	290	10/15/2003	dad c/sick
112375	290	2/12/2004	mom c/home sick
112375	290	3/9/2004	mom c/home w/sore throat-had culture w/find results today
112375	290	5/13/2004	l/mrcvd note
112376	290	11/6/2003	dad c/chicken pox
112376	290	11/7/2003	chicken pox
112376	290	11/14/2003	chicken pox
112376	290	11/12/2003	chicken pox
112376	290	11/13/2003	chicken pox
112376	290	4/8/2004	WRITTEN WARNING1)violation of safety rules2)excessive mischief3)Rex likes to trip & push other students
112378	197	3/1/2004	moved
112378	197	3/2/2004	moved
112378	197	3/4/2004	moved
112378	197	3/3/2004	moved
112378	197	3/8/2004	DROPPED RCVD REQ 4/RECORDS
112381	290	9/24/2003	Injured ankle
112381	290	10/7/2003	late 8:21
112381	290	10/21/2003	late/8:26
112381	290	12/3/2003	dad says getting better, but would like homework e-mailed to him if possible
112381	290	12/1/2003	mom c/sick
112381	290	12/2/2003	still sick
112381	290	1/5/2004	n/a
112381	290	1/20/2004	late
112381	290	2/5/2004	sore throat
112381	290	1/26/2004	
112381	290	1/26/2004	
112381	290	2/6/2004	still sick
112381	290	2/12/2004	late
112381	290	3/31/2004	ortho appt/Eugene
112381	290	3/18/2004	Was in-school suspension/mom came and got him for othro appt. in Roseburg
112381	290	4/7/2004	mom c/home sick
112381	290	4/14/2004	left early
112381	290	5/3/2004	left early
112381	290	5/6/2004	serious eye problems
112381	290	5/12/2004	late
112381	290	5/4/2004	left early
112381	290	5/5/2004	mom c/Jesse having serious ear problems
112381	290	5/26/2004	late
112381	290	6/4/2004	snt game boy home w/pair of jon's jeans that parents were to pick up today
112381	290	6/9/2004	no show
112381	290	4/22/2004	mom c/dental appt
112472	290	9/29/2003	mom c/sick
112472	290	9/22/2003	late bus/no tardy
112472	290	10/2/2003	mom c/sick
112472	290	11/7/2003	
112472	290	11/7/2003	
112475	290	11/24/2003	late/8:17
112475	290	2/9/2004	mistake/she is in class
112475	290	2/12/2004	late
112475	290	3/4/2004	late
112475	290	2/18/2004	late
112475	290	3/17/2004	late
112475	290	3/8/2004	late
112475	290	5/3/2004	late
112475	290	5/6/2004	left early / gone Friday also
112475	290	5/7/2004	out of town today
112475	290	10/30/2008	
112475	290	10/30/2008	
112408	3227	10/28/2003	sick
112408	3227	11/17/2003	n/a
112408	3227	12/2/2003	in-school suspension
112408	3227	1/26/2004	checked out @ 8:30 sick
112408	3227	1/9/2004	
112408	3227	1/9/2004	
112408	3227	12/17/2003	home sick 11:20
112408	3227	2/9/2004	l/m
112408	3227	2/27/2004	leaving town
112408	3227	5/10/2004	dad said home sick
112513	197	5/27/2004	emergency move
112513	197	6/2/2004	
112513	197	6/3/2004	emergency parental move
112513	197	6/4/2004	moved emergency
112513	197	6/7/2004	moved/
112513	197	6/8/2004	moved/emergency
112513	197	6/9/2004	moved
112513	197	6/2/2004	
112513	197	5/26/2004	Mom came in and notified us that this is her last day.  Mom living in Salem area, and advised to take daughter to live with her there today.
112515	199	10/3/2003	sick
112515	199	10/6/2003	late 9:04
112515	199	11/7/2003	feels sick
112515	199	11/3/2003	late
112515	199	12/4/2003	
112515	199	12/4/2003	
112515	199	11/25/2003	n/a
112515	199	9/9/2003	left/12:00
112515	199	12/19/2003	late 9:11
112515	199	12/10/2003	
112515	199	1/23/2004	late
112515	199	12/8/2003	dr.@ 2:00
112515	199	12/10/2003	
112515	199	2/4/2004	mom c/home w/sore throatcame in 11:27
112515	199	2/2/2004	left @ 1:36
112515	199	3/3/2004	mom c/Charlie still sick
112515	199	3/2/2004	mom c/home sick
112515	199	3/4/2004	mom c/Charlie sick
112515	199	3/29/2004	Rcvd note from mom/no pe for this week- Due to stiches in right leg.
112515	199	4/6/2004	mom c/home sicknote rcvd
112515	199	3/1/2004	mom c/home sick
112515	199	4/30/2004	mom c/home sick
112515	199	5/3/2004	mom c/home sick
112515	199	5/20/2004	left early
112515	199	4/8/2004	left early
112515	199	4/26/2004	mom c/home w/terrible sunburn
112515	199	4/19/2004	mom c/mix up w/med's: has to go to pharmacy b4 coming 2/schoolchecked in 10:25
112515	199	5/4/2004	mom cb Charlie has strep-on med's, w/b back Wednesday.  Wanted homework-emailed TJ
112515	199	6/2/2004	mom c/said he would b late/sick this am
112518	197	1/12/2004	busy #
112518	197	10/2/2003	late 8:18
112518	197	11/17/2003	granpa says very sick-phone # is his # for messages
112518	197	10/13/2003	Thought n/school
112518	197	12/4/2003	l/m
112518	197	10/9/2003	housesitting....
112518	197	2/17/2004	sick
112518	197	3/12/2004	left early
112518	197	3/15/2004	mssage phone?
112518	197	6/1/2004	l/m
112518	197	6/3/2004	left early
112518	197	4/26/2004	l/m
112518	197	4/19/2004	
112518	197	6/8/2004	l/m
112518	197	5/5/2004	n/arecvd note
112518	197	5/14/2004	l/mrcvd note
112518	197	4/19/2004	
112518	197	4/27/2004	late
112518	197	5/28/2004	l/m
112518	197	4/22/2004	l/m
112506	199	10/27/2003	l/m
112506	199	12/12/2003	sick
112506	199	12/8/2003	late 8:22
112506	199	1/21/2004	late
112506	199	10/1/2003	1)excessive mischief2)littering3)spitting spit wads of paper
112506	199	2/17/2004	teacher mix up-Tyler latel/m
112506	199	2/23/2004	
112506	199	2/23/2004	
112506	199	5/3/2004	left early
112506	199	5/25/2004	late/power was off
112506	199	5/28/2004	dad c/Tyler w/b out of town today
112413	290	11/12/2003	mom c/chicken pox
112413	290	10/14/2003	n/a
112413	290	10/15/2003	l/m
112413	290	11/17/2003	chicken pox
112413	290	11/13/2003	chicken pox
112413	290	11/14/2003	chicken pox
112413	290	11/4/2003	sore throat
112413	290	11/5/2003	getting better/shld b/in school Thurs.
112413	290	11/20/2003	cold/flu
112413	290	11/26/2003	Reviewed w/Gael.  Decided 2/not send 2/DO for next legal step.  Had chicken pox, cold flu
112413	290	12/8/2003	l/m
112413	290	1/8/2004	
112413	290	1/9/2004	grandma died
112413	290	1/8/2004	
112413	290	1/7/2004	l/m-mom picked up/ grandma died/may b out rest of week
112413	290	1/30/2004	not here - skipped?sister cb/found out that Erica is @ a church outing in Portland
112413	290	2/9/2004	left 2:05
112413	290	1/29/2004	l/m
112413	290	2/4/2004	1)violation of rules2)excessive mischief3)rude4)since 1/8 Erica has broken rule #2(boisterious )#11very loud #14 discourteous
112413	290	10/9/2003	1)excessive mishcief
112413	290	2/26/2004	parent pu/had 2/go out of town
112413	290	3/4/2004	SNT 3/4
112413	290	2/19/2004	l/m
112413	290	3/15/2004	n/a
112413	290	3/16/2004	left early
112413	290	4/13/2004	n/a
112413	290	4/14/2004	left early
112413	290	5/17/2004	ear ach
112413	290	4/19/2004	sick w/bad cold; cold also in eyes
112413	290	5/10/2004	n/a
164990	290	10/30/2008	grandma said they moved and don't have a phone.  She thinks he's ill
164990	290	11/21/2008	sick per g/ma
164990	290	10/17/2008	pu/hung up
164990	290	2/18/2009	not accepting calls @ this time
164990	290	1/30/2009	l/m
164990	290	11/24/2008	sick/req. cb from parent
164990	290	1/15/2009	sore throat/req.cb form parent
164990	290	2/11/2009	TC home, "Phone not accepting calls."
164990	290	1/27/2009	l/m
112519	290	10/29/2003	dad-sick
112519	290	9/5/2003	left/2:05
112519	290	12/12/2003	home in bed
112519	290	12/16/2003	fever 102
112519	290	12/10/2003	missed bus
112519	290	11/24/2003	late/8;30
112519	290	2/5/2004	MOm c/family emergency
112519	290	1/30/2004	busymom cb / Angela home sick
112519	290	2/9/2004	l/m
112519	290	2/3/2004	sick
112519	290	2/11/2004	l/mmom c/b - death in family - out rest of week
112519	290	2/12/2004	death in family
112519	290	2/13/2004	death in family
